candidate,scale,n_features,201812,201910,score_seleccion
lags_raw,raw,13,0.1913505759899934,0.2557992373646819,0.21068517440239992
limpio_raw,raw,35,0.19524075232095453,0.2858988733659532,0.22243818863445414
limpio_log,log,35,0.19859500049274187,0.28211075321970686,0.22364972631083135
limpio_stock_raw,raw,48,0.1969125808151871,0.2898927850920206,0.2248066420982371
cp_agregada_raw,raw,59,0.2178354827386937,0.38844443259495615,0.2690181676955724
cp_agregada_stock_raw,raw,70,0.2186355950125224,0.39536354690055164,0.27165398057893114
