feature,importance
lag_0,2387.2
lag_1,1992.8
lag_10,1796.0
lag_9,1696.8
lag_8,1663.0
lag_3,1634.4
lag_2,1530.6
lag_12,1477.0
lag_4,1468.0
lag_6,1415.8
lag_7,1345.2
lag_5,1308.0
lag_11,1285.2
